HID;PID;TIME_PERIOD;REF_AREA;DIARY;DDV1;DDV1A;DDV2;DDV3;DDV4;DDV5A;DDV5B;DDV5C;DDV5D;DDV5E;DDV6;DDV7;DDV8A;DDV8B;WGHT1;DATA_COLLECTION_MODE
11546;4;2020;AT;2;7;2;8;10;2022;525;321;321;1;1;-1;-1;2;10;100,5402062464780;2
13667;1;2020;AT;1;4;1;21;9;2022;313;311;-9;3;2;2;-1;1;-1;1009,9287929824000;2
13667;1;2020;AT;2;1;2;25;9;2022;611;-9;-9;2;1;2;-1;1;-1;471,3001033917880;2
13704;1;2020;AT;1;5;1;6;10;2022;11;321;111;3;1;1;1;1;-1;166,8888866746270;1
13704;1;2020;AT;2;1;2;9;10;2022;383;321;311;3;1;1;3;1;-1;77,8814804481591;1
11604;1;2020;AT;1;5;1;22;9;2022;512;729;729;1;1;2;-1;1;-1;1544,6964134489799;1
11604;1;2020;AT;2;1;2;25;9;2022;383;324;432;1;2;2;-1;1;-1;720,8583262761910;1
13732;1;2020;AT;1;5;1;20;10;2022;611;512;615;2;1;2;-1;1;-1;226,6105626157230;2
13732;1;2020;AT;2;7;2;22;10;2022;512;512;-9;2;1;2;-1;1;-1;105,7515958873370;2
13766;1;2020;AT;1;3;1;30;8;2022;523;611;311;3;2;2;-1;5;320;326,2550132388430;1
13766;1;2020;AT;2;1;2;4;9;2022;611;312;980;1;2;2;-1;5;500;152,2523395114600;1
13766;2;2020;AT;1;3;1;6;9;2022;11;111;111;2;1;1;1;1;-1;326,2550132388430;1
13766;2;2020;AT;2;1;2;11;9;2022;11;519;311;3;2;1;3;1;-1;152,2523395114600;1
13771;1;2020;AT;1;3;1;16;8;2022;512;332;-9;2;1;2;-1;1;-1;200,1379630102940;2
13771;1;2020;AT;2;1;2;21;8;2022;512;312;311;1;2;2;-1;1;-1;93,3977160714704;2
13786;1;2020;AT;1;5;1;21;7;2022;529;960;960;1;2;1;5;1;-1;543,7068935556750;1
13786;1;2020;AT;2;7;2;23;7;2022;519;960;960;1;2;1;5;1;-1;253,7298836593150;1
13805;1;2020;AT;1;6;1;2;9;2022;424;321;311;1;2;2;-1;1;-1;538,6909408519250;1
13805;1;2020;AT;2;1;2;4;9;2022;531;321;321;3;1;2;-1;1;-1;251,3891057308980;1
13809;1;2020;AT;1;2;1;19;9;2022;-9;321;-9;1;1;2;-1;1;-1;613,9529263651920;2
13809;1;2020;AT;2;7;2;24;9;2022;531;321;-9;3;2;2;-1;1;-1;286,5113656370900;2
11732;3;2020;AT;1;3;1;4;10;2022;21;212;212;2;1;1;2;1;-1;857,3445409617040;1
11732;3;2020;AT;2;7;2;8;10;2022;21;212;212;3;1;1;2;1;-1;400,0941191154620;1
11732;4;2020;AT;1;3;1;18;10;2022;21;212;212;2;1;1;2;1;-1;857,3445409617040;1
11732;4;2020;AT;2;7;2;8;10;2022;611;212;212;3;2;1;3;1;-1;400,0941191154620;1
13846;1;2020;AT;1;4;1;5;10;2022;519;324;111;3;1;1;1;1;-1;442,5418140350250;1
13846;1;2020;AT;2;1;2;9;10;2022;519;324;411;3;2;1;3;1;-1;206,5195132163450;1
13853;1;2020;AT;1;3;1;16;8;2022;341;311;-9;3;1;2;-1;1;-1;809,8312876671210;2
13853;1;2020;AT;2;1;2;21;8;2022;529;311;-9;2;1;2;-1;2;5;377,9212675779900;2
11769;3;2020;AT;1;2;1;12;9;2022;11;719;31;3;2;1;3;1;-1;2110,4521453432799;1
11769;3;2020;AT;2;1;2;18;9;2022;11;821;612;1;2;1;3;1;-1;984,8776678268659;1
11769;4;2020;AT;1;2;1;12;9;2022;531;219;21;2;2;1;2;1;-1;2110,4521453432799;1
11769;4;2020;AT;2;1;2;18;9;2022;519;321;324;3;2;1;3;1;-1;984,8776678268659;1
11769;5;2020;AT;1;2;1;12;9;2022;811;920;31;3;1;-1;-1;1;-1;2110,4521453432799;1
11769;5;2020;AT;2;1;2;18;9;2022;732;344;344;1;1;-1;-1;1;-1;984,8776678268659;1
13906;1;2020;AT;1;6;1;7;10;2022;424;-9;-9;1;1;2;-1;1;-1;247,0744780718200;2
13906;1;2020;AT;2;1;2;9;10;2022;611;300;-9;-8;1;2;-1;1;-1;115,3014231001830;2
13943;1;2020;AT;1;3;1;16;8;2022;519;910;111;2;1;1;1;1;-1;552,7154111571240;1
13943;1;2020;AT;2;7;2;20;8;2022;526;960;960;1;2;1;3;2;45;257,9338585399910;1
11850;2;2020;AT;1;2;1;10;10;2022;211;920;212;3;1;1;2;1;-1;1062,7779384230801;2
11850;2;2020;AT;2;7;2;15;10;2022;960;-9;-9;1;2;1;3;-9;-1;495,9630379307710;2
13996;1;2020;AT;1;2;1;5;12;2022;519;31;-9;3;-8;2;-1;1;-1;788,6709623218110;2
13996;1;2020;AT;2;7;2;10;12;2022;731;31;-9;3;1;2;-1;1;-1;368,0464490835120;2
13997;1;2020;AT;1;2;1;5;12;2022;939;936;321;3;1;2;-1;1;-1;676,9505476642900;1
13997;1;2020;AT;2;7;2;10;12;2022;939;361;361;3;1;2;-1;1;-1;315,9102555766690;1
13997;2;2020;AT;1;2;1;5;12;2022;531;910;111;2;1;2;-1;1;-1;676,9505476642900;1
13997;2;2020;AT;2;7;2;10;12;2022;32;31;31;2;1;2;-1;1;-1;315,9102555766690;1
13997;3;2020;AT;1;2;1;5;12;2022;519;920;920;3;1;2;-1;1;-1;676,9505476642900;1
13997;3;2020;AT;2;7;2;10;12;2022;611;212;212;4;2;2;-1;1;-1;315,9102555766690;1
14033;1;2020;AT;1;2;1;19;12;2022;-9;-9;-9;1;1;2;-1;-9;-1;371,3585367477940;2
14033;1;2020;AT;2;7;2;24;12;2022;-9;-9;-9;1;1;2;-1;-9;-1;173,3006504823040;2
14060;1;2020;AT;1;4;1;23;11;2022;821;111;910;2;1;1;1;1;-1;121,3745557469530;1
14060;1;2020;AT;2;1;2;27;11;2022;519;950;950;1;2;1;3;3;150;56,6414593485779;1
14101;1;2020;AT;1;4;1;30;11;2022;821;321;111;3;1;1;1;1;-1;136,2404103470290;1
14101;1;2020;AT;2;1;2;4;12;2022;821;381;381;1;1;1;3;1;-1;63,5788581619469;1
14103;1;2020;AT;1;2;1;7;11;2022;21;111;111;4;1;1;1;1;-1;307,9297885663860;1
14103;1;2020;AT;2;1;2;13;11;2022;21;111;111;3;2;1;1;1;-1;143,7005679976470;1
14108;1;2020;AT;1;5;1;1;12;2022;611;321;512;3;1;2;-1;1;-1;106,0154599615510;1
14108;1;2020;AT;2;7;2;3;12;2022;21;429;425;1;1;2;-1;1;-1;49,4738813153903;1
11969;3;2020;AT;1;6;1;2;12;2022;739;211;920;3;1;-1;-1;1;-1;541,5115194070240;1
11969;3;2020;AT;2;1;2;4;12;2022;821;12;12;5;2;-1;-1;1;-1;252,7053757232780;1
11969;4;2020;AT;1;6;1;2;12;2022;11;211;211;1;2;-1;-1;1;-1;541,5115194070240;1
11969;4;2020;AT;2;1;2;4;12;2022;11;212;212;1;2;-1;-1;1;-1;252,7053757232780;1
11976;2;2020;AT;1;4;1;30;11;2022;361;31;361;1;1;2;-1;2;20;773,5860643441840;1
11976;2;2020;AT;2;7;2;3;12;2022;831;311;312;1;1;2;-1;1;-1;361,0068300272860;1
14120;1;2020;AT;1;5;1;17;11;2022;611;321;361;3;2;1;3;1;-1;961,8815221494500;1
14120;1;2020;AT;2;7;2;19;11;2022;21;910;910;2;1;1;1;1;-1;448,8780436697430;1
12043;3;2020;AT;1;4;1;7;12;2022;11;920;211;2;1;-1;-1;1;-1;184,9659595978380;1
12043;3;2020;AT;2;7;2;10;12;2022;344;212;212;3;2;-1;-1;1;-1;86,3174478123244;1
12043;4;2020;AT;1;4;1;7;12;2022;211;211;212;3;1;-1;-1;1;-1;184,9659595978380;1
12043;4;2020;AT;2;7;2;10;12;2022;731;321;31;3;1;-1;-1;1;-1;86,3174478123244;1
12045;3;2020;AT;1;6;1;2;12;2022;831;211;212;3;1;-1;-1;1;-1;323,7420544539630;1
12045;3;2020;AT;2;7;2;3;12;2022;831;212;31;1;1;-1;-1;1;-1;151,0796254118490;1
12055;3;2020;AT;1;4;1;7;12;2022;221;212;212;4;1;-1;-1;1;-1;207,3209689547320;1
12055;3;2020;AT;2;5;2;8;12;2022;311;212;212;4;2;-1;-1;1;-1;96,7497855122082;1
12117;3;2020;AT;1;2;1;28;11;2022;512;211;920;4;1;1;2;1;-1;291,3619050693770;1
12117;3;2020;AT;2;1;2;4;12;2022;519;950;950;1;1;1;3;2;10;135,9688890323760;1
12117;4;2020;AT;1;2;1;12;12;2022;21;920;920;2;1;-1;-1;1;-1;291,3619050693770;1
12117;4;2020;AT;2;1;2;11;12;2022;512;212;950;1;1;-1;-1;1;-1;135,9688890323760;1
12165;3;2020;AT;1;3;1;15;11;2022;821;211;211;3;1;1;2;1;-1;259,1892143677090;1
12165;3;2020;AT;2;7;2;19;11;2022;11;615;960;1;1;1;3;1;-1;120,9549667049310;1
14260;1;2020;AT;1;2;1;21;11;2022;733;910;910;2;1;1;1;1;-1;484,6333939600440;1
14260;1;2020;AT;2;1;2;27;11;2022;611;900;900;1;1;1;3;1;-1;226,1622505146870;1
12203;3;2020;AT;1;3;1;25;10;2022;735;32;920;2;2;-1;-1;2;90;668,3910029426280;1
12203;3;2020;AT;2;1;2;30;10;2022;21;31;31;1;1;-1;-1;1;-1;311,9158013732260;1
12203;4;2020;AT;1;3;1;25;10;2022;735;900;920;2;2;-1;-1;2;90;668,3910029426280;1
12203;4;2020;AT;2;1;2;30;10;2022;711;212;21;1;1;-1;-1;1;-1;311,9158013732260;1
12203;5;2020;AT;1;3;1;25;10;2022;531;920;343;2;1;-1;-1;1;-1;668,3910029426280;1
12203;5;2020;AT;2;1;2;30;10;2022;531;212;212;3;1;-1;-1;1;-1;311,9158013732260;1
14289;1;2020;AT;1;4;1;14;12;2022;519;-9;-9;3;1;1;1;1;-1;979,7571872781070;2
14289;1;2020;AT;2;1;2;18;12;2022;-9;-9;-9;1;1;1;3;-9;-1;457,2200207297830;2
12222;1;2020;AT;1;6;1;16;12;2022;513;32;111;2;1;1;1;1;-1;869,0201173519330;2
12222;1;2020;AT;2;1;2;18;12;2022;611;312;-9;1;1;1;3;1;-1;405,5427214309020;2
14299;1;2020;AT;1;3;1;6;12;2022;734;31;111;2;1;1;1;1;-1;320,0283455530660;1
14299;1;2020;AT;2;7;2;10;12;2022;512;31;31;2;2;1;3;2;100;149,3465612580980;1
14315;1;2020;AT;1;5;1;3;11;2022;514;32;32;2;1;2;-1;1;-1;496,1709349624920;2
14315;1;2020;AT;2;7;2;5;11;2022;513;354;611;1;2;2;-1;2;60;231,5464363158300;2
14337;1;2020;AT;1;3;1;29;11;2022;11;111;111;2;1;1;1;1;-1;117,8304717324820;1
14337;1;2020;AT;2;7;2;3;12;2022;713;321;311;3;1;1;6;1;-1;54,9875534751582;1
14337;2;2020;AT;1;3;1;29;11;2022;821;31;31;3;1;1;2;1;-1;117,8304717324820;1
14337;2;2020;AT;2;7;2;3;12;2022;321;212;515;1;2;1;3;1;-1;54,9875534751582;1
